Transfer Date by Week,Transfer Year,RIN Year,Fuel (D Code),QAP Service Type,RIN Price
"9/11/2017","2017","2017","D6","Unverified","$0.79"
"9/18/2017","2017","2016","D6","Unverified","$0.77"
"9/18/2017","2017","2017","D6","Unverified","$0.78"
"9/25/2017","2017","2016","D6","Unverified","$0.80"
"9/25/2017","2017","2017","D6","Q-RIN","$0.83"
"9/25/2017","2017","2017","D6","Unverified","$0.77"
"10/2/2017","2017","2016","D6","Unverified","$0.80"
"10/2/2017","2017","2017","D6","Unverified","$0.77"
"10/9/2017","2017","2016","D6","Unverified","$0.63"
"10/9/2017","2017","2017","D6","Q-RIN","$0.83"
"10/9/2017","2017","2017","D6","Unverified","$0.83"
"10/16/2017","2017","2016","D6","Unverified","$0.74"
"10/16/2017","2017","2017","D6","Q-RIN","$0.81"
"10/16/2017","2017","2017","D6","Unverified","$0.77"
"10/23/2017","2017","2016","D6","Unverified","$0.85"
"10/23/2017","2017","2017","D6","Unverified","$0.79"
"10/30/2017","2017","2016","D6","Unverified","$0.64"
"10/30/2017","2017","2017","D6","Unverified","$0.83"
"11/6/2017","2017","2016","D6","Unverified","$0.95"
"11/6/2017","2017","2017","D6","Unverified","$0.87"
"11/13/2017","2017","2016","D6","Unverified","$0.94"
"11/13/2017","2017","2017","D6","Q-RIN","$1.58"
"11/13/2017","2017","2017","D6","Unverified","$0.87"
"11/20/2017","2017","2016","D6","Unverified","$0.93"
"11/20/2017","2017","2017","D6","Q-RIN","$0.92"
"11/20/2017","2017","2017","D6","Unverified","$0.86"
"11/27/2017","2017","2016","D6","Unverified","$0.95"
"11/27/2017","2017","2017","D6","Unverified","$0.81"
"12/4/2017","2017","2016","D6","Q-RIN","$0.85"
"12/4/2017","2017","2016","D6","Unverified","$0.88"
"12/4/2017","2017","2017","D6","Q-RIN","$0.87"
"12/4/2017","2017","2017","D6","Unverified","$0.81"
"12/11/2017","2017","2016","D6","Unverified","$0.88"
"12/11/2017","2017","2017","D6","Q-RIN","$0.87"
"12/11/2017","2017","2017","D6","Unverified","$0.82"
"12/18/2017","2017","2016","D6","Q-RIN","$0.86"
"12/18/2017","2017","2016","D6","Unverified","$0.84"
"12/18/2017","2017","2017","D6","Q-RIN","$0.70"
"12/18/2017","2017","2017","D6","Unverified","$0.75"
"12/25/2017","2017","2016","D6","Q-RIN","$0.82"
"12/25/2017","2017","2016","D6","Unverified","$0.76"
"12/25/2017","2017","2017","D6","Q-RIN","$0.89"
"12/25/2017","2017","2017","D6","Unverified","$0.79"
"1/1/2018","2018","2016","D6","Unverified","$0.70"
"1/1/2018","2018","2017","D6","Unverified","$0.75"
"1/1/2018","2018","2018","D6","Unverified","$0.01"
"1/8/2018","2018","2016","D6","Q-RIN","$0.71"
"1/8/2018","2018","2016","D6","Unverified","$0.62"
"1/8/2018","2018","2017","D6","Unverified","$0.75"
"1/8/2018","2018","2018","D6","Unverified","$1.52"
"1/15/2018","2018","2016","D6","Q-RIN","$0.71"
"1/15/2018","2018","2016","D6","Unverified","$0.66"
"1/15/2018","2018","2017","D6","Q-RIN","$0.75"
"1/15/2018","2018","2017","D6","Unverified","$0.74"
"1/15/2018","2018","2018","D6","Unverified","$0.70"
"1/22/2018","2018","2016","D6","Q-RIN","$0.64"
"1/22/2018","2018","2016","D6","Unverified","$0.65"
"1/22/2018","2018","2017","D6","Q-RIN","$0.82"
"1/22/2018","2018","2017","D6","Unverified","$0.73"
"1/22/2018","2018","2018","D6","Unverified","$0.71"
"1/29/2018","2018","2016","D6","Q-RIN","$0.64"
"1/29/2018","2018","2016","D6","Unverified","$0.69"
"1/29/2018","2018","2017","D6","Q-RIN","$1.17"
"1/29/2018","2018","2017","D6","Unverified","$0.75"
"1/29/2018","2018","2018","D6","Unverified","$0.68"
"2/5/2018","2018","2016","D6","Unverified","$0.62"
"2/5/2018","2018","2017","D6","Q-RIN","$0.78"
"2/5/2018","2018","2017","D6","Unverified","$0.67"
"2/5/2018","2018","2018","D6","Unverified","$0.70"
"2/12/2018","2018","2016","D6","Unverified","$0.62"
"2/12/2018","2018","2017","D6","Unverified","$0.71"
"2/12/2018","2018","2018","D6","Unverified","$0.69"
"2/19/2018","2018","2016","D6","Q-RIN","$0.61"
"2/19/2018","2018","2016","D6","Unverified","$0.65"
"2/19/2018","2018","2017","D6","Q-RIN","$0.67"
"2/19/2018","2018","2017","D6","Unverified","$0.69"
"2/19/2018","2018","2018","D6","Unverified","$0.68"
"2/26/2018","2018","2016","D6","Unverified","$0.62"
"2/26/2018","2018","2017","D6","Q-RIN","$0.60"
"2/26/2018","2018","2017","D6","Unverified","$0.71"
"2/26/2018","2018","2018","D6","Unverified","$0.67"
"3/5/2018","2018","2016","D6","Unverified","$0.61"
"3/5/2018","2018","2017","D6","Q-RIN","$1.36"
"3/5/2018","2018","2017","D6","Unverified","$0.66"
"3/5/2018","2018","2018","D6","Unverified","$0.73"
"3/12/2018","2018","2016","D6","Unverified","$0.39"
"3/12/2018","2018","2017","D6","Q-RIN","$0.40"
"3/12/2018","2018","2017","D6","Unverified","$0.61"
"3/12/2018","2018","2018","D6","Unverified","$0.64"
"3/19/2018","2018","2016","D6","Unverified","$0.36"
"3/19/2018","2018","2017","D6","Q-RIN","$0.70"
"3/19/2018","2018","2017","D6","Unverified","$0.56"
"3/19/2018","2018","2018","D6","Unverified","$0.67"
"3/26/2018","2018","2016","D6","Unverified","$0.30"
"3/26/2018","2018","2017","D6","Q-RIN","$0.75"
"3/26/2018","2018","2017","D6","Unverified","$0.59"
"3/26/2018","2018","2018","D6","Unverified","$0.61"
"4/2/2018","2018","2017","D6","Q-RIN","$0.64"
"4/2/2018","2018","2017","D6","Unverified","$0.43"
"4/2/2018","2018","2018","D6","Unverified","$0.59"
"4/9/2018","2018","2017","D6","Q-RIN","$0.29"
"4/9/2018","2018","2017","D6","Unverified","$0.38"
"4/9/2018","2018","2018","D6","Q-RIN","$0.35"
"4/9/2018","2018","2018","D6","Unverified","$0.55"
"4/16/2018","2018","2017","D6","Q-RIN","$0.62"
"4/16/2018","2018","2017","D6","Unverified","$0.33"
"4/16/2018","2018","2018","D6","Q-RIN","$0.35"
"4/16/2018","2018","2018","D6","Unverified","$0.56"
"4/23/2018","2018","2017","D6","Q-RIN","$0.33"
"4/23/2018","2018","2017","D6","Unverified","$0.34"
"4/23/2018","2018","2018","D6","Unverified","$0.51"
"4/30/2018","2018","2017","D6","Q-RIN","$0.31"
"4/30/2018","2018","2017","D6","Unverified","$0.31"
"4/30/2018","2018","2018","D6","Q-RIN","$0.35"
"4/30/2018","2018","2018","D6","Unverified","$0.46"
"5/7/2018","2018","2017","D6","Unverified","$0.30"
"5/7/2018","2018","2018","D6","Q-RIN","$0.30"
"5/7/2018","2018","2018","D6","Unverified","$0.50"
"5/14/2018","2018","2017","D6","Unverified","$0.37"
"5/14/2018","2018","2018","D6","Q-RIN","$0.32"
"5/14/2018","2018","2018","D6","Unverified","$0.46"
"5/21/2018","2018","2017","D6","Unverified","$0.35"
"5/21/2018","2018","2018","D6","Unverified","$0.43"
"5/28/2018","2018","2017","D6","Q-RIN","$0.26"
"5/28/2018","2018","2017","D6","Unverified","$0.29"
"5/28/2018","2018","2018","D6","Q-RIN","$0.36"
"5/28/2018","2018","2018","D6","Unverified","$0.38"
"6/4/2018","2018","2017","D6","Unverified","$0.26"
"6/4/2018","2018","2018","D6","Unverified","$0.49"
"6/11/2018","2018","2017","D6","Q-RIN","$0.27"
"6/11/2018","2018","2017","D6","Unverified","$0.27"
"6/11/2018","2018","2018","D6","Unverified","$0.41"
"6/18/2018","2018","2017","D6","Q-RIN","$0.17"
"6/18/2018","2018","2017","D6","Unverified","$0.41"
"6/18/2018","2018","2018","D6","Unverified","$0.44"
"6/25/2018","2018","2017","D6","Q-RIN","$0.34"
"6/25/2018","2018","2017","D6","Unverified","$0.30"
"6/25/2018","2018","2018","D6","Unverified","$0.47"
"7/2/2018","2018","2017","D6","Q-RIN","$0.23"
"7/2/2018","2018","2017","D6","Unverified","$0.24"
"7/2/2018","2018","2018","D6","Unverified","$0.44"
"7/9/2018","2018","2017","D6","Unverified","$0.26"
"7/9/2018","2018","2018","D6","Unverified","$0.33"
"7/16/2018","2018","2017","D6","Unverified","$0.23"
"7/16/2018","2018","2018","D6","Unverified","$0.32"
"7/23/2018","2018","2017","D6","Unverified","$0.21"
"7/23/2018","2018","2018","D6","Q-RIN","$0.25"
"7/23/2018","2018","2018","D6","Unverified","$0.30"
"7/30/2018","2018","2017","D6","Q-RIN","$0.28"
"7/30/2018","2018","2017","D6","Unverified","$0.22"
"7/30/2018","2018","2018","D6","Unverified","$0.28"
"8/6/2018","2018","2017","D6","Unverified","$0.17"
"8/6/2018","2018","2018","D6","Unverified","$0.29"
"8/13/2018","2018","2017","D6","Unverified","$0.24"
"8/13/2018","2018","2018","D6","Unverified","$0.28"
"8/20/2018","2018","2017","D6","Q-RIN","$0.16"
"8/20/2018","2018","2017","D6","Unverified","$0.19"
"8/20/2018","2018","2018","D6","Unverified","$0.27"
"8/27/2018","2018","2017","D6","Unverified","$0.20"
"8/27/2018","2018","2018","D6","Q-RIN","$0.24"
"8/27/2018","2018","2018","D6","Unverified","$0.23"
"9/3/2018","2018","2017","D6","Q-RIN","$0.16"
"9/3/2018","2018","2017","D6","Unverified","$0.19"
"9/3/2018","2018","2018","D6","Unverified","$0.28"
"9/10/2018","2018","2017","D6","Unverified","$0.15"
"9/10/2018","2018","2018","D6","Unverified","$0.28"
"9/17/2018","2018","2017","D6","Unverified","$0.18"
"9/17/2018","2018","2018","D6","Unverified","$0.28"
"9/24/2018","2018","2017","D6","Unverified","$0.20"
"9/24/2018","2018","2018","D6","Unverified","$0.25"
"10/1/2018","2018","2017","D6","Unverified","$0.15"
"10/1/2018","2018","2018","D6","Unverified","$0.31"
"10/8/2018","2018","2017","D6","Unverified","$0.20"
"10/8/2018","2018","2018","D6","Unverified","$0.27"
"10/15/2018","2018","2017","D6","Unverified","$0.16"
"10/15/2018","2018","2018","D6","Unverified","$0.22"
"10/22/2018","2018","2017","D6","Q-RIN","$0.16"
"10/22/2018","2018","2017","D6","Unverified","$0.15"
"10/22/2018","2018","2018","D6","Unverified","$0.20"
"10/29/2018","2018","2017","D6","Unverified","$0.13"
"10/29/2018","2018","2018","D6","Unverified","$0.24"
"11/5/2018","2018","2017","D6","Unverified","$0.07"
"11/5/2018","2018","2018","D6","Unverified","$0.16"
"11/12/2018","2018","2017","D6","Unverified","$0.15"
"11/12/2018","2018","2018","D6","Unverified","$0.26"
"11/19/2018","2018","2017","D6","Unverified","$0.08"
"11/19/2018","2018","2018","D6","Q-RIN","$0.38"
"11/19/2018","2018","2018","D6","Unverified","$0.19"
"11/26/2018","2018","2017","D6","Unverified","$0.08"
"11/26/2018","2018","2018","D6","Unverified","$0.15"
"12/3/2018","2018","2017","D6","Unverified","$0.11"
"12/3/2018","2018","2018","D6","Unverified","$0.16"
"12/10/2018","2018","2017","D6","Unverified","$0.10"
"12/10/2018","2018","2018","D6","Q-RIN","$0.22"
"12/10/2018","2018","2018","D6","Unverified","$0.17"
"12/17/2018","2018","2017","D6","Unverified","$0.19"
"12/17/2018","2018","2018","D6","Unverified","$0.25"
"12/24/2018","2018","2017","D6","Unverified","$0.18"
"12/24/2018","2018","2018","D6","Q-RIN","$0.22"
"12/24/2018","2018","2018","D6","Unverified","$0.24"
"12/31/2018","2018","2017","D6","Q-RIN","$0.01"
"12/31/2018","2018","2017","D6","Unverified","$0.05"
"12/31/2018","2018","2018","D6","Q-RIN","$0.20"
"12/31/2018","2018","2018","D6","Unverified","$0.16"
"12/31/2018","2019","2017","D6","Unverified","$0.19"
"12/31/2018","2019","2018","D6","Unverified","$0.20"
"12/31/2018","2019","2019","D6","Unverified","$0.01"
"1/7/2019","2019","2017","D6","Unverified","$0.12"
"1/7/2019","2019","2018","D6","Q-RIN","$0.18"
"1/7/2019","2019","2018","D6","Unverified","$0.18"
"1/7/2019","2019","2019","D6","Unverified","$0.01"
"1/14/2019","2019","2017","D6","Unverified","$0.17"
"1/14/2019","2019","2018","D6","Q-RIN","$0.24"
"1/14/2019","2019","2018","D6","Unverified","$0.17"
"1/14/2019","2019","2019","D6","Unverified","$0.21"
"1/21/2019","2019","2017","D6","Q-RIN","$0.16"
"1/21/2019","2019","2017","D6","Unverified","$0.14"
"1/21/2019","2019","2018","D6","Unverified","$0.19"
"1/21/2019","2019","2019","D6","Unverified","$0.18"
"1/28/2019","2019","2017","D6","Unverified","$0.11"
"1/28/2019","2019","2018","D6","Q-RIN","$0.01"
"1/28/2019","2019","2018","D6","Unverified","$0.19"
"1/28/2019","2019","2019","D6","Unverified","$0.21"
"2/4/2019","2019","2017","D6","Unverified","$0.13"
"2/4/2019","2019","2018","D6","Unverified","$0.18"
"2/4/2019","2019","2019","D6","Unverified","$0.21"
"2/11/2019","2019","2017","D6","Unverified","$0.13"
"2/11/2019","2019","2018","D6","Q-RIN","$0.20"
"2/11/2019","2019","2018","D6","Unverified","$0.18"
"2/11/2019","2019","2019","D6","Unverified","$0.20"
"2/18/2019","2019","2017","D6","Unverified","$0.19"
"2/18/2019","2019","2018","D6","Unverified","$0.24"
"2/18/2019","2019","2019","D6","Unverified","$0.20"
"2/25/2019","2019","2017","D6","Q-RIN","$0.17"
"2/25/2019","2019","2017","D6","Unverified","$0.18"
"2/25/2019","2019","2018","D6","Q-RIN","$0.21"
"2/25/2019","2019","2018","D6","Unverified","$0.19"
"2/25/2019","2019","2019","D6","Unverified","$0.21"
"3/4/2019","2019","2017","D6","Q-RIN","$0.16"
"3/4/2019","2019","2017","D6","Unverified","$0.17"
"3/4/2019","2019","2018","D6","Q-RIN","$1.24"
"3/4/2019","2019","2018","D6","Unverified","$0.15"
"3/4/2019","2019","2019","D6","Unverified","$0.21"
"3/11/2019","2019","2017","D6","Q-RIN","$0.12"
"3/11/2019","2019","2017","D6","Unverified","$0.12"
"3/11/2019","2019","2018","D6","Q-RIN","$0.20"
"3/11/2019","2019","2018","D6","Unverified","$0.17"
"3/11/2019","2019","2019","D6","Unverified","$0.20"
"3/18/2019","2019","2017","D6","Q-RIN","$0.05"
"3/18/2019","2019","2017","D6","Unverified","$0.03"
"3/18/2019","2019","2018","D6","Unverified","$0.17"
"3/18/2019","2019","2019","D6","Unverified","$0.18"
"3/25/2019","2019","2017","D6","Unverified","$0.02"
"3/25/2019","2019","2018","D6","Q-RIN","$0.15"
"3/25/2019","2019","2018","D6","Unverified","$0.15"
"3/25/2019","2019","2019","D6","Unverified","$0.19"
"4/1/2019","2019","2018","D6","Q-RIN","$0.10"
"4/1/2019","2019","2018","D6","Unverified","$0.13"
"4/1/2019","2019","2019","D6","Unverified","$0.18"
"4/8/2019","2019","2018","D6","Unverified","$0.11"
"4/8/2019","2019","2019","D6","Unverified","$0.19"
"4/15/2019","2019","2018","D6","Q-RIN","$0.16"
"4/15/2019","2019","2018","D6","Unverified","$0.12"
"4/15/2019","2019","2019","D6","Unverified","$0.18"
"4/22/2019","2019","2018","D6","Unverified","$0.13"
"4/22/2019","2019","2019","D6","Unverified","$0.16"
"4/29/2019","2019","2018","D6","Unverified","$0.10"
"4/29/2019","2019","2019","D6","Unverified","$0.17"
"5/6/2019","2019","2018","D6","Unverified","$0.12"
"5/6/2019","2019","2019","D6","Unverified","$0.17"
"5/13/2019","2019","2018","D6","Unverified","$0.15"
"5/13/2019","2019","2019","D6","Unverified","$0.17"
"5/20/2019","2019","2018","D6","Unverified","$0.09"
"5/20/2019","2019","2019","D6","Unverified","$0.19"
"5/27/2019","2019","2018","D6","Q-RIN","$0.10"
"5/27/2019","2019","2018","D6","Unverified","$0.10"
"5/27/2019","2019","2019","D6","Unverified","$0.16"
"6/3/2019","2019","2018","D6","Q-RIN","$0.18"
"6/3/2019","2019","2018","D6","Unverified","$0.14"
"6/3/2019","2019","2019","D6","Unverified","$0.17"
"6/10/2019","2019","2018","D6","Unverified","$0.14"
"6/10/2019","2019","2019","D6","Unverified","$0.16"
"6/17/2019","2019","2018","D6","Unverified","$0.12"
"6/17/2019","2019","2019","D6","Unverified","$0.17"
"6/24/2019","2019","2018","D6","Q-RIN","$0.17"
"6/24/2019","2019","2018","D6","Unverified","$0.17"
"6/24/2019","2019","2019","D6","Unverified","$0.18"
"7/1/2019","2019","2018","D6","Q-RIN","$0.10"
"7/1/2019","2019","2018","D6","Unverified","$0.12"
"7/1/2019","2019","2019","D6","Unverified","$0.18"
"7/8/2019","2019","2018","D6","Unverified","$0.20"
"7/8/2019","2019","2019","D6","Unverified","$0.19"
"7/15/2019","2019","2018","D6","Unverified","$0.14"
"7/15/2019","2019","2019","D6","Unverified","$0.19"
"7/22/2019","2019","2018","D6","Unverified","$0.18"
"7/22/2019","2019","2019","D6","Q-RIN","$0.26"
"7/22/2019","2019","2019","D6","Unverified","$0.20"
"7/29/2019","2019","2018","D6","Unverified","$0.17"
"7/29/2019","2019","2019","D6","Unverified","$0.20"
"8/5/2019","2019","2018","D6","Unverified","$0.17"
"8/5/2019","2019","2019","D6","Unverified","$0.22"
"8/12/2019","2019","2018","D6","Unverified","$0.06"
"8/12/2019","2019","2019","D6","Unverified","$0.21"
"8/19/2019","2019","2018","D6","Unverified","$0.08"
"8/19/2019","2019","2019","D6","Unverified","$0.22"
"8/26/2019","2019","2018","D6","Unverified","$0.11"
"8/26/2019","2019","2019","D6","Unverified","$0.17"
"9/2/2019","2019","2018","D6","Unverified","$0.14"
"9/2/2019","2019","2019","D6","Unverified","$0.17"
"9/9/2019","2019","2018","D6","Unverified","$0.09"
"9/9/2019","2019","2019","D6","Unverified","$0.17"
"9/16/2019","2019","2018","D6","Unverified","$0.11"
"9/16/2019","2019","2019","D6","Q-RIN","$0.21"
"9/16/2019","2019","2019","D6","Unverified","$0.18"
"9/23/2019","2019","2018","D6","Q-RIN","$0.04"
"9/23/2019","2019","2018","D6","Unverified","$0.13"
"9/23/2019","2019","2019","D6","Unverified","$0.18"
"9/30/2019","2019","2018","D6","Unverified","$0.11"
"9/30/2019","2019","2019","D6","Q-RIN","$0.19"
"9/30/2019","2019","2019","D6","Unverified","$0.18"
"10/7/2019","2019","2018","D6","Unverified","$0.10"
"10/7/2019","2019","2019","D6","Unverified","$0.20"
"10/14/2019","2019","2018","D6","Unverified","$0.10"
"10/14/2019","2019","2019","D6","Unverified","$0.18"
"10/21/2019","2019","2018","D6","Unverified","$0.11"
"10/21/2019","2019","2019","D6","Q-RIN","$0.16"
"10/21/2019","2019","2019","D6","Unverified","$0.20"
"10/28/2019","2019","2018","D6","Unverified","$0.09"
"10/28/2019","2019","2019","D6","Unverified","$0.19"
"11/4/2019","2019","2018","D6","Unverified","$0.12"
"11/4/2019","2019","2019","D6","Unverified","$0.17"
"11/11/2019","2019","2018","D6","Unverified","$0.08"
"11/11/2019","2019","2019","D6","Q-RIN","$0.12"
"11/11/2019","2019","2019","D6","Unverified","$0.17"
"11/18/2019","2019","2018","D6","Unverified","$0.07"
"11/18/2019","2019","2019","D6","Q-RIN","$0.20"
"11/18/2019","2019","2019","D6","Unverified","$0.15"
"11/25/2019","2019","2018","D6","Unverified","$0.07"
"11/25/2019","2019","2019","D6","Unverified","$0.15"
"12/2/2019","2019","2018","D6","Q-RIN","$0.05"
"12/2/2019","2019","2018","D6","Unverified","$0.07"
"12/2/2019","2019","2019","D6","Q-RIN","$0.17"
"12/2/2019","2019","2019","D6","Unverified","$0.17"
"12/9/2019","2019","2018","D6","Unverified","$0.09"
"12/9/2019","2019","2019","D6","Unverified","$0.16"
"12/16/2019","2019","2018","D6","Unverified","$0.08"
"12/16/2019","2019","2019","D6","Unverified","$0.15"
"12/23/2019","2019","2018","D6","Unverified","$0.08"
"12/23/2019","2019","2019","D6","Unverified","$0.15"
"12/30/2019","2019","2018","D6","Unverified","$0.08"
"12/30/2019","2019","2019","D6","Unverified","$0.16"
"12/30/2019","2020","2018","D6","Unverified","$0.05"
"12/30/2019","2020","2019","D6","Unverified","$0.20"
"12/30/2019","2020","2020","D6","Unverified","$0.16"
"1/6/2020","2020","2018","D6","Unverified","$0.06"
"1/6/2020","2020","2019","D6","Q-RIN","$0.12"
"1/6/2020","2020","2019","D6","Unverified","$0.13"
"1/6/2020","2020","2020","D6","Unverified","$0.20"
"1/13/2020","2020","2018","D6","Unverified","$0.09"
"1/13/2020","2020","2019","D6","Unverified","$0.12"
"1/13/2020","2020","2020","D6","Unverified","$0.21"
"1/20/2020","2020","2018","D6","Unverified","$0.07"
"1/20/2020","2020","2019","D6","Q-RIN","$0.09"
"1/20/2020","2020","2019","D6","Unverified","$0.12"
"1/20/2020","2020","2020","D6","Unverified","$0.20"
"1/27/2020","2020","2018","D6","Unverified","$0.08"
"1/27/2020","2020","2019","D6","Q-RIN","$0.12"
"1/27/2020","2020","2019","D6","Unverified","$0.12"
"1/27/2020","2020","2020","D6","Unverified","$0.19"
"2/3/2020","2020","2018","D6","Q-RIN","$0.13"
"2/3/2020","2020","2018","D6","Unverified","$0.12"
"2/3/2020","2020","2019","D6","Unverified","$0.15"
"2/3/2020","2020","2020","D6","Unverified","$0.20"
"2/10/2020","2020","2018","D6","Unverified","$0.10"
"2/10/2020","2020","2019","D6","Unverified","$0.18"
"2/10/2020","2020","2020","D6","Unverified","$0.22"
"2/17/2020","2020","2018","D6","Unverified","$0.20"
"2/17/2020","2020","2019","D6","Q-RIN","$0.17"
"2/17/2020","2020","2019","D6","Unverified","$0.18"
"2/17/2020","2020","2020","D6","Unverified","$0.22"
"2/24/2020","2020","2018","D6","Unverified","$0.21"
"2/24/2020","2020","2019","D6","Q-RIN","$0.13"
"2/24/2020","2020","2019","D6","Unverified","$0.19"
"2/24/2020","2020","2020","D6","Unverified","$0.24"
"3/2/2020","2020","2018","D6","Unverified","$0.28"
"3/2/2020","2020","2019","D6","Q-RIN","$0.32"
"3/2/2020","2020","2019","D6","Unverified","$0.26"
"3/2/2020","2020","2020","D6","Q-RIN","$0.30"
"3/2/2020","2020","2020","D6","Unverified","$0.27"
"3/9/2020","2020","2018","D6","Unverified","$0.26"
"3/9/2020","2020","2019","D6","Q-RIN","$0.33"
"3/9/2020","2020","2019","D6","Unverified","$0.25"
"3/9/2020","2020","2020","D6","Unverified","$0.29"
"3/16/2020","2020","2018","D6","Q-RIN","$0.26"
"3/16/2020","2020","2018","D6","Unverified","$0.14"
"3/16/2020","2020","2019","D6","Q-RIN","$0.19"
"3/16/2020","2020","2019","D6","Unverified","$0.24"
"3/16/2020","2020","2020","D6","Unverified","$0.27"
"3/23/2020","2020","2018","D6","Q-RIN","$0.13"
"3/23/2020","2020","2018","D6","Unverified","$0.08"
"3/23/2020","2020","2019","D6","Q-RIN","$0.29"
"3/23/2020","2020","2019","D6","Unverified","$0.28"
"3/23/2020","2020","2020","D6","Q-RIN","$0.20"
"3/23/2020","2020","2020","D6","Unverified","$0.27"
"3/30/2020","2020","2018","D6","Q-RIN","$0.20"
"3/30/2020","2020","2018","D6","Unverified","$0.19"
"3/30/2020","2020","2019","D6","Q-RIN","$0.29"
"3/30/2020","2020","2019","D6","Unverified","$0.23"
"3/30/2020","2020","2020","D6","Q-RIN","$0.26"
"3/30/2020","2020","2020","D6","Unverified","$0.28"
"4/6/2020","2020","2019","D6","Q-RIN","$0.25"
"4/6/2020","2020","2019","D6","Unverified","$0.21"
"4/6/2020","2020","2020","D6","Unverified","$0.28"
"4/13/2020","2020","2019","D6","Q-RIN","$0.24"
"4/13/2020","2020","2019","D6","Unverified","$0.22"
"4/13/2020","2020","2020","D6","Q-RIN","$0.22"
"4/13/2020","2020","2020","D6","Unverified","$0.27"
"4/20/2020","2020","2019","D6","Unverified","$0.23"
"4/20/2020","2020","2020","D6","Unverified","$0.29"
"4/27/2020","2020","2019","D6","Unverified","$0.27"
"4/27/2020","2020","2020","D6","Q-RIN","$0.23"
"4/27/2020","2020","2020","D6","Unverified","$0.30"
"5/4/2020","2020","2019","D6","Unverified","$0.32"
"5/4/2020","2020","2020","D6","Unverified","$0.32"
"5/11/2020","2020","2019","D6","Unverified","$0.30"
"5/11/2020","2020","2020","D6","Unverified","$0.34"
"5/18/2020","2020","2019","D6","Unverified","$0.33"
"5/18/2020","2020","2020","D6","Unverified","$0.33"
"5/25/2020","2020","2019","D6","Unverified","$0.32"
"5/25/2020","2020","2020","D6","Unverified","$0.34"
"6/1/2020","2020","2019","D6","Unverified","$0.32"
"6/1/2020","2020","2020","D6","Unverified","$0.39"
"6/8/2020","2020","2019","D6","Q-RIN","$0.32"
"6/8/2020","2020","2019","D6","Unverified","$0.37"
"6/8/2020","2020","2020","D6","Unverified","$0.36"
"6/15/2020","2020","2019","D6","Unverified","$0.35"
"6/15/2020","2020","2020","D6","Unverified","$0.38"
"6/22/2020","2020","2019","D6","Q-RIN","$0.16"
"6/22/2020","2020","2019","D6","Unverified","$0.41"
"6/22/2020","2020","2020","D6","Unverified","$0.39"
"6/29/2020","2020","2019","D6","Unverified","$0.36"
"6/29/2020","2020","2020","D6","Q-RIN","$0.45"
"6/29/2020","2020","2020","D6","Unverified","$0.37"
"7/6/2020","2020","2019","D6","Unverified","$0.32"
"7/6/2020","2020","2020","D6","Unverified","$0.36"
"7/13/2020","2020","2019","D6","Q-RIN","$0.31"
"7/13/2020","2020","2019","D6","Unverified","$0.38"
"7/13/2020","2020","2020","D6","Q-RIN","$0.46"
"7/13/2020","2020","2020","D6","Unverified","$0.36"
"7/20/2020","2020","2019","D6","Q-RIN","$0.45"
"7/20/2020","2020","2019","D6","Unverified","$0.41"
"7/20/2020","2020","2020","D6","Unverified","$0.42"
"7/27/2020","2020","2019","D6","Q-RIN","$0.46"
"7/27/2020","2020","2019","D6","Unverified","$0.44"
"7/27/2020","2020","2020","D6","Unverified","$0.43"
"8/3/2020","2020","2019","D6","Unverified","$0.42"
"8/3/2020","2020","2020","D6","Unverified","$0.42"
"8/10/2020","2020","2019","D6","Unverified","$0.36"
"8/10/2020","2020","2020","D6","Unverified","$0.40"
"8/17/2020","2020","2019","D6","Unverified","$0.39"
"8/17/2020","2020","2020","D6","Unverified","$0.43"
"8/24/2020","2020","2019","D6","Q-RIN","$0.28"
"8/24/2020","2020","2019","D6","Unverified","$0.37"
"8/24/2020","2020","2020","D6","Unverified","$0.45"
"8/31/2020","2020","2019","D6","Q-RIN","$0.45"
"8/31/2020","2020","2019","D6","Unverified","$0.36"
"8/31/2020","2020","2020","D6","Unverified","$0.40"
"9/7/2020","2020","2019","D6","Unverified","$0.31"
"9/7/2020","2020","2020","D6","Unverified","$0.42"
"9/14/2020","2020","2019","D6","Unverified","$0.40"
"9/14/2020","2020","2020","D6","Unverified","$0.44"
"9/21/2020","2020","2019","D6","Q-RIN","$0.45"
"9/21/2020","2020","2019","D6","Unverified","$0.38"
"9/21/2020","2020","2020","D6","Unverified","$0.45"
"9/28/2020","2020","2019","D6","Unverified","$0.33"
"9/28/2020","2020","2020","D6","Unverified","$0.44"
"10/5/2020","2020","2019","D6","Q-RIN","$0.19"
"10/5/2020","2020","2019","D6","Unverified","$0.45"
"10/5/2020","2020","2020","D6","Unverified","$0.42"
"10/12/2020","2020","2019","D6","Q-RIN","$0.51"
"10/12/2020","2020","2019","D6","Unverified","$0.42"
"10/12/2020","2020","2020","D6","Unverified","$0.46"
"10/19/2020","2020","2019","D6","Unverified","$0.45"
"10/19/2020","2020","2020","D6","Unverified","$0.47"
"10/26/2020","2020","2019","D6","Q-RIN","$0.56"
"10/26/2020","2020","2019","D6","Unverified","$0.40"
"10/26/2020","2020","2020","D6","Unverified","$0.51"
"11/2/2020","2020","2019","D6","Unverified","$0.37"
"11/2/2020","2020","2020","D6","Unverified","$0.45"
"11/9/2020","2020","2019","D6","Q-RIN","$0.72"
